10 	 9.533403
20 	 18.203916
30 	 26.105073
40 	 33.405875
50 	 40.119188
60 	 46.253854
70 	 52.010463
80 	 57.430356
90 	 62.225745
100 	 67.006551
110 	 71.463550
120 	 75.229494
130 	 78.599715
140 	 82.777618
150 	 86.234029
160 	 89.267566
170 	 91.910101
180 	 95.295256
190 	 97.775065
200 	 99.526698
210 	 103.064892
220 	 105.233340
230 	 105.615201
240 	 109.135588
250 	 110.729995
260 	 111.718019
270 	 114.792873
280 	 116.364278
290 	 118.163329
300 	 119.826489
310 	 120.087114
320 	 122.194566
330 	 124.179359
340 	 126.079812
350 	 126.785516
360 	 129.158398
370 	 129.677655
380 	 128.460639
390 	 129.192113
400 	 134.600701
410 	 131.420785
420 	 133.070041
430 	 134.526119
440 	 137.276259
450 	 140.018028
460 	 137.211686
470 	 137.980042
480 	 136.759717
490 	 140.529836
500 	 139.168912
510 	 140.782827
520 	 143.473269
530 	 143.338005
540 	 143.074223
550 	 146.567271
560 	 145.547377
570 	 140.065061
580 	 144.207664
590 	 146.482240
600 	 144.790891
610 	 150.084117
620 	 142.740479
630 	 145.131136
640 	 146.983547
650 	 143.636169
660 	 143.727854
670 	 145.059994
680 	 150.492229
690 	 148.277476
700 	 147.056964
710 	 147.646231
720 	 152.611953
730 	 147.710650
740 	 151.974252
750 	 145.351465
760 	 150.956581
770 	 150.110692
780 	 149.828572
790 	 151.814825
800 	 157.786592
810 	 150.538515
820 	 152.828253
830 	 157.721759
840 	 152.552908
850 	 149.937562
860 	 153.380423
870 	 147.783622
880 	 149.596468
890 	 156.126869
900 	 151.300707
910 	 153.213780
920 	 155.436517
930 	 154.451228
940 	 150.484275
950 	 156.089088
960 	 151.803574
970 	 149.022992
980 	 153.257513
990 	 162.229835
1000 	 157.027538
1010 	 164.318987
1020 	 155.995618
1030 	 154.998886
1040 	 155.485902
1050 	 158.389316
1060 	 156.397390
1070 	 155.321918
1080 	 152.216585
1090 	 155.118545
1100 	 156.868543
1110 	 153.925135
1120 	 159.469413
1130 	 153.316387
1140 	 156.731810
1150 	 156.726273
1160 	 160.306081
1170 	 153.938205
1180 	 157.665271
1190 	 158.600218
1200 	 159.353021
